"","X","nugget_id","nugget_page_loaded_ms","upworthy_loaded_ms","facebook_loaded_ms","youtube_loaded_ms","new_visitor","device_type","bounced","quick_exit_status","quick_exit_10","quick_exit_30","yt_video","load_all","max_load_time","log_max_load_time","max_load_time_capped","bounced_num","quick_exit_10_num","quick_exit_30_num"
"160",160,"550a0d356235630024880000",1199,1203,3000,4875,"Returning","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",4875,8.49187538343195,4875,1,0,0
"161",161,"550a0d356235630024880000",6258,6271,10824,15746,"Returning","Mobile","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",15746,9.66434164374441,15746,0,0,0
"162",162,"550a0d356235630024880000",16149,16707,17538,20558,"New","Mobile","Yes","exited_lt_30","Stayed","Exited","Yes","Load",20558,9.93100543857287,20558,1,0,1
"163",163,"550a0d356235630024880000",3192,3386,9011,13392,"Returning","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",13392,9.50241279272926,13392,1,0,0
"164",164,"550a0d356235630024880000",5270,5842,14254,18130,"Returning","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",18130,9.8053233037489,18130,1,0,0
"165",165,"550a0d356235630024880000",6637,6645,7928,27093,"Returning","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",27093,10.2070306709189,27093,1,0,0
"166",166,"550a0d356235630024880000",3181,3188,5400,9515,"Returning","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",9515,9.16062477973025,9515,1,0,0
"167",167,"5525c0b5646532002c380000",746,748,1048,2158,"Returning","Desktop","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",2158,7.67693714581808,2158,0,0,0
"168",168,"5525c0b5646532002c380000",NA,4342,6594,8470,"New","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","No_Load",NA,NA,NA,1,0,0
"169",169,"5525c0b5646532002c380000",1680,1685,2545,NA,"Returning","Mobile","Yes","exited_lt_30","Stayed","Exited","Yes","No_Load",NA,NA,NA,1,0,1
"170",170,"5525c0b5646532002c380000",6851,6880,12495,14866,"Returning","Desktop","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",14866,9.60683200528524,14866,1,0,0
"171",171,"550a0d356235630024880000",7142,7265,15615,28479,"New","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",28479,10.2569222525499,28479,1,0,0
"172",172,"550a0d356235630024880000",11819,14464,20072,47202,"Returning","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",47202,10.7621915435573,35924,1,0,0
"173",173,"5525c0b5646532002c380000",4405,4571,7343,9506,"Returning","Mobile","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",9506,9.15967845717396,9506,0,0,0
"174",174,"5525c0b5646532002c380000",1207,1211,8345,8738,"New","Mobile","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",8738,9.07543660951138,8738,0,0,0
"175",175,"5525c0b5646532002c380000",2670,2675,3372,12443,"Returning","Mobile","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",12443,9.42891349477563,12443,0,0,0
"176",176,"5525c0b5646532002c380000",4008,4259,8388,14353,"New","Mobile","No","exited_lt_30","Stayed","Exited","Yes","Load",14353,9.57171425857138,14353,0,0,1
"177",177,"550a0d356235630024880000",12855,12862,14601,514108,"Returning","Mobile","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",514108,13.1501886390974,35924,0,0,0
"178",178,"550a0d356235630024880000",7327,7987,20634,31899,"New","Mobile","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",31899,10.3703299403192,31899,0,0,0
"179",179,"5525c0b5646532002c380000",NA,NA,NA,NA,"Returning","Mobile","Yes","exited_lt_10","Exited","Exited","Yes","No_Load",NA,NA,NA,1,1,1
"180",180,"5525c0b5646532002c380000",8575,8579,9619,11689,"Returning","Desktop","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",11689,9.36640350760777,11689,0,0,0
"181",181,"5525c0b5646532002c380000",7801,7819,14129,25048,"Returning","Mobile","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",25048,10.1285492630062,25048,0,0,0
"182",182,"5525c0b5646532002c380000",5782,5795,9309,11395,"Returning","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",11395,9.34092994167978,11395,1,0,0
"183",183,"550a0d356235630024880000",2974,3012,4951,12860,"New","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",12860,9.46187699779161,12860,1,0,0
"184",184,"5525c0b5646532002c380000",1618,1624,2421,3181,"Returning","Tablet","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",3181,8.06495089174914,3181,0,0,0
"185",185,"5525c0b5646532002c380000",1625,1630,2715,6234,"Returning","Mobile","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",6234,8.73777346032728,6234,0,0,0
"186",186,"5525c0b5646532002c380000",714341,714363,721488,730177,"New","Mobile","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",730177,13.5010422494879,35924,0,0,0
"187",187,"550a0d356235630024880000",3943,4398,8202,9641,"Returning","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",9641,9.17378011666438,9641,1,0,0
"188",188,"5525c0b5646532002c380000",845,849,NA,4697,"New","Desktop","No","exited_lt_10","Exited","Exited","Yes","No_Load",NA,NA,NA,0,1,1
"189",189,"5525c0b5646532002c380000",1572,1575,4529,6233,"Returning","Desktop","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",6233,8.73761303680885,6233,0,0,0
"190",190,"550a0d356235630024880000",1953,1963,9608,12290,"New","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",12290,9.41654120256008,12290,1,0,0
"191",191,"5525c0b5646532002c380000",2674,2679,8070,11171,"Returning","Mobile","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",11171,9.32107641357085,11171,0,0,0
"192",192,"550a0d356235630024880000",8160,11814,25454,34387,"New","Tablet","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",34387,10.4454338649599,34387,1,0,0
"193",193,"5525c0b5646532002c380000",NA,NA,2459,3561,"New","Desktop","No","stayed_at_least_30","Stayed","Stayed","Yes","No_Load",NA,NA,NA,0,0,0
"194",194,"5525c0b5646532002c380000",1707,1717,2491,4712,"New","Mobile","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",4712,8.45786772533142,4712,0,0,0
"195",195,"550a0d356235630024880000",15122,15593,18441,20482,"New","Mobile","Yes","exited_lt_30","Stayed","Exited","Yes","Load",20482,9.92730173063538,20482,1,0,1
"196",196,"5525c0b5646532002c380000",NA,2104,3567,13464,"New","Desktop","Yes","stayed_at_least_30","Stayed","Stayed","Yes","No_Load",NA,NA,NA,1,0,0
"197",197,"5525c0b5646532002c380000",2093,2098,3014,26424,"New","Mobile","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",26424,10.1820279670706,26424,0,0,0
"198",198,"550a0d356235630024880000",3850,4091,6795,12719,"Returning","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",12719,9.45085221745148,12719,1,0,0
"199",199,"5525c0b5646532002c380000",4515,4733,8558,12033,"New","Mobile","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",12033,9.39540815443816,12033,0,0,0
"200",200,"550a0d356235630024880000",961,965,1758,2523,"New","Desktop","Yes","exited_lt_10","Exited","Exited","Yes","Load",2523,7.83320394864106,2523,1,1,1
"201",201,"5525c0b5646532002c380000",4618,4620,9767,14727,"Returning","Desktop","Yes","exited_lt_10","Exited","Exited","Yes","Load",14727,9.59743782272616,14727,1,1,1
"202",202,"550a0d356235630024880000",4563,6449,16335,21579,"Returning","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",21579,9.97947589853547,21579,1,0,0
"203",203,"5525c0b5646532002c380000",NA,NA,3005,10987,"New","Desktop","No","stayed_at_least_30","Stayed","Stayed","Yes","No_Load",NA,NA,NA,0,0,0
"204",204,"550a0d356235630024880000",7076,7094,10558,21957,"Returning","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",21957,9.99684127426934,21957,1,0,0
"205",205,"5525c0b5646532002c380000",6892,7198,NA,22391,"Returning","Tablet","Yes","stayed_at_least_30","Stayed","Stayed","Yes","No_Load",NA,NA,NA,1,0,0
"206",206,"550a0d356235630024880000",2267,2274,5980,14728,"New","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",14728,9.59750572291291,14728,1,0,0
"207",207,"5525c0b5646532002c380000",NA,5674,7630,9978,"New","Desktop","Yes","stayed_at_least_30","Stayed","Stayed","Yes","No_Load",NA,NA,NA,1,0,0
"208",208,"5525c0b5646532002c380000",6116,6126,10945,18318,"Returning","Tablet","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",18318,9.81563946196293,18318,1,0,0
"209",209,"5525c0b5646532002c380000",5275,5674,16545,16817,"Returning","Mobile","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",16817,9.73014555852275,16817,0,0,0
"210",210,"5525c0b5646532002c380000",1821,1841,2821,4223,"Returning","Desktop","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",4223,8.34830105493394,4223,0,0,0
"211",211,"550a0d356235630024880000",6386,9013,23155,30307,"Returning","Tablet","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",30307,10.319133987918,30307,0,0,0
"212",212,"5525c0b5646532002c380000",16279,16769,18575,22158,"Returning","Mobile","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",22158,10.0059538840806,22158,0,0,0
"213",213,"5525c0b5646532002c380000",5260,5278,13357,16447,"Returning","Mobile","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",16447,9.70789836874127,16447,0,0,0
"214",214,"550a0d356235630024880000",2112,2280,2912,7996,"New","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",7996,8.98669669562029,7996,1,0,0
"215",215,"5525c0b5646532002c380000",7013,7034,12038,21488,"Returning","Tablet","Yes","exited_lt_30","Stayed","Exited","Yes","Load",21488,9.97524991876302,21488,1,0,1
"216",216,"550a0d356235630024880000",4522,4534,11573,16477,"New","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",16477,9.70972074805743,16477,1,0,0
"217",217,"5525c0b5646532002c380000",1297,1301,1938,8483,"Returning","Mobile","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",8483,9.04581943980773,8483,0,0,0
"218",218,"550a0d356235630024880000",1206,1282,3797,5552,"Returning","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",5552,8.62191350218664,5552,1,0,0
"219",219,"550a0d356235630024880000",7471,11008,18066,20802,"New","Mobile","Yes","exited_lt_30","Stayed","Exited","Yes","Load",20802,9.94280441491308,20802,1,0,1
"220",220,"5525c0b5646532002c380000",4391,4864,8441,19571,"New","Mobile","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",19571,9.88180415770497,19571,0,0,0
"221",221,"5525c0b5646532002c380000",1265,1269,1830,3778,"Returning","Tablet","Yes","exited_lt_30","Stayed","Exited","Yes","Load",3778,8.23695004806146,3778,1,0,1
"222",222,"5525c0b5646532002c380000",13733,12515,16585,19098,"Returning","Tablet","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",19098,9.85733889651015,19098,1,0,0
"223",223,"550a0d356235630024880000",2935,2946,20347,21778,"Returning","Mobile","Yes","exited_lt_30","Stayed","Exited","Yes","Load",21778,9.98865556490601,21778,1,0,1
"224",224,"550a0d356235630024880000",1535,1540,3416,24468,"New","Mobile","Yes","exited_lt_30","Stayed","Exited","Yes","Load",24468,10.1051214203625,24468,1,0,1
"225",225,"5525c0b5646532002c380000",NA,NA,NA,NA,"Returning","Mobile","No","stayed_at_least_30","Stayed","Stayed","Yes","No_Load",NA,NA,NA,0,0,0
"226",226,"5525c0b5646532002c380000",2861,3049,5919,13537,"Returning","Mobile","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",13537,9.51318195618579,13537,0,0,0
"227",227,"5525c0b5646532002c380000",4050,4056,5575,7635,"Returning","Mobile","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",7635,8.94049821765273,7635,0,0,0
"228",228,"5525c0b5646532002c380000",2637,2648,3972,6631,"Returning","Desktop","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",6631,8.79951090136887,6631,0,0,0
"229",229,"5525c0b5646532002c380000",2727,2735,NA,NA,"New","Mobile","Yes","exited_lt_10","Exited","Exited","Yes","No_Load",NA,NA,NA,1,1,1
"230",230,"550a0d356235630024880000",2246,2258,3260,12082,"New","Mobile","Yes","exited_lt_30","Stayed","Exited","Yes","Load",12082,9.39947202069869,12082,1,0,1
"231",231,"5525c0b5646532002c380000",10261,10546,12852,16496,"Returning","Mobile","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",16496,9.71087320625674,16496,0,0,0
"232",232,"5525c0b5646532002c380000",2345,2356,4669,10453,"Returning","Mobile","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",10453,9.25464429753271,10453,0,0,0
"233",233,"5525c0b5646532002c380000",2419,2426,3887,15175,"New","Mobile","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",15175,9.6274046159277,15175,0,0,0
"234",234,"550a0d356235630024880000",2367,2380,6597,13418,"New","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",13418,9.50435236812283,13418,1,0,0
"235",235,"5525c0b5646532002c380000",2572,2708,3632,8011,"New","Mobile","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",8011,8.98857087621512,8011,0,0,0
"236",236,"550a0d356235630024880000",1301,1301,2181,3351,"Returning","Desktop","Yes","exited_lt_30","Stayed","Exited","Yes","Load",3351,8.11701408773731,3351,1,0,1
"237",237,"550a0d356235630024880000",2115,2839,7121,12321,"New","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",12321,9.41906040262467,12321,1,0,0
"238",238,"5525c0b5646532002c380000",4838,5028,8916,13338,"Returning","Mobile","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",13338,9.49837238319225,13338,0,0,0
"239",239,"5525c0b5646532002c380000",3636,3649,6958,13011,"Returning","Mobile","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",13011,9.47355043250348,13011,0,0,0
"240",240,"550a0d356235630024880000",3299,3319,20071,8038,"New","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",20071,9.90703126615949,20071,1,0,0
"241",241,"550a0d356235630024880000",1423,1427,2564,5336,"New","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",5336,8.58223158759546,5336,1,0,0
"242",242,"550a0d356235630024880000",4953,5253,9796,21419,"New","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",21419,9.97203365757114,21419,1,0,0
"243",243,"5525c0b5646532002c380000",NA,NA,NA,NA,"Returning","Mobile","Yes","exited_lt_10","Exited","Exited","Yes","No_Load",NA,NA,NA,1,1,1
"244",244,"5525c0b5646532002c380000",2342,2356,3204,7699,"New","Mobile","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",7699,8.94884572927805,7699,0,0,0
"245",245,"5525c0b5646532002c380000",5993,6256,8791,14737,"New","Tablet","Yes","exited_lt_30","Stayed","Exited","Yes","Load",14737,9.59811661721326,14737,1,0,1
"246",246,"550a0d356235630024880000",1248,1256,2543,7369,"New","Mobile","Yes","exited_lt_30","Stayed","Exited","Yes","Load",7369,8.905037290767,7369,1,0,1
"247",247,"5525c0b5646532002c380000",5030,5041,8093,12417,"Returning","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",12417,9.42682178041684,12417,1,0,0
"248",248,"5525c0b5646532002c380000",4176,4187,7625,9803,"New","Mobile","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",9803,9.19044374026173,9803,0,0,0
"249",249,"5525c0b5646532002c380000",NA,NA,16740,20544,"New","Desktop","Yes","stayed_at_least_30","Stayed","Stayed","Yes","No_Load",NA,NA,NA,1,0,0
"250",250,"5525c0b5646532002c380000",3920,4232,6889,14343,"Returning","Mobile","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",14343,9.57101729729421,14343,0,0,0
"251",251,"5525c0b5646532002c380000",5212,5220,6065,11519,"New","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",11519,9.35175312492651,11519,1,0,0
"252",252,"5525c0b5646532002c380000",2687,2691,3028,NA,"Returning","Desktop","Yes","exited_lt_30","Stayed","Exited","Yes","No_Load",NA,NA,NA,1,0,1
"253",253,"5525c0b5646532002c380000",3960,4200,7926,10386,"New","Mobile","No","exited_lt_10","Exited","Exited","Yes","Load",10386,9.24821402440426,10386,0,1,1
"254",254,"550a0d356235630024880000",1350,1359,4546,6614,"New","Mobile","Yes","exited_lt_30","Stayed","Exited","Yes","Load",6614,8.79694389354174,6614,1,0,1
"255",255,"550a0d356235630024880000",12547,12470,13826,17734,"Returning","Mobile","Yes","exited_lt_30","Stayed","Exited","Yes","Load",17734,9.78323897993995,17734,1,0,1
"256",256,"5525c0b5646532002c380000",1598,1614,2162,4366,"Returning","Desktop","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",4366,8.38160253710989,4366,0,0,0
"257",257,"550a0d356235630024880000",2614,2622,4023,27093,"Returning","Mobile","Yes","exited_lt_30","Stayed","Exited","Yes","Load",27093,10.2070306709189,27093,1,0,1
"258",258,"5525c0b5646532002c380000",3251,3259,8494,9817,"New","Mobile","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",9817,9.19187085569252,9817,0,0,0
"259",259,"5525c0b5646532002c380000",3893,3900,5570,19414,"Returning","Tablet","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",19414,9.87374973427217,19414,1,0,0
"260",260,"550a0d356235630024880000",3071,3079,NA,NA,"New","Mobile","Yes","exited_lt_10","Exited","Exited","Yes","No_Load",NA,NA,NA,1,1,1
"261",261,"550a0d356235630024880000",3589,3620,5088,16492,"Returning","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",16492,9.71063069382679,16492,1,0,0
"262",262,"550a0d356235630024880000",3464,14957,14734,17720,"New","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",17720,9.78244922415907,17720,1,0,0
"263",263,"5525c0b5646532002c380000",4989,5006,20022,24809,"Returning","Tablet","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",24809,10.1189617695454,24809,0,0,0
"264",264,"550a0d356235630024880000",32340,33091,38980,44012,"Returning","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",44012,10.6922176029898,35924,1,0,0
"265",265,"550a0d356235630024880000",2257,2266,12095,17199,"New","Mobile","No","exited_lt_30","Stayed","Exited","Yes","Load",17199,9.75260652157649,17199,0,0,1
"266",266,"550a0d356235630024880000",NA,NA,2283,4747,"New","Tablet","No","stayed_at_least_30","Stayed","Stayed","Yes","No_Load",NA,NA,NA,0,0,0
"267",267,"550a0d356235630024880000",4191,5063,13220,21672,"New","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",21672,9.98377638376493,21672,1,0,0
"268",268,"5525c0b5646532002c380000",5012,5022,5774,12602,"New","Desktop","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",12602,9.441610810502,12602,1,0,0
"269",269,"550a0d356235630024880000",2741,2872,8049,11163,"New","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",11163,9.32036001701473,11163,1,0,0
"270",270,"550a0d356235630024880000",1585,1592,3804,8772,"New","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",8772,9.07932010953778,8772,1,0,0
"271",271,"5525c0b5646532002c380000",9607,9623,10067,28769,"Returning","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",28769,10.2670536975126,28769,1,0,0
"272",272,"550a0d356235630024880000",NA,NA,2649,8823,"New","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","No_Load",NA,NA,NA,1,0,0
"273",273,"5525c0b5646532002c380000",8325,8327,8598,11015,"Returning","Desktop","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",11015,9.30701325923644,11015,1,0,0
"274",274,"550a0d356235630024880000",NA,NA,5145,11952,"New","Mobile","Yes","exited_lt_30","Stayed","Exited","Yes","No_Load",NA,NA,NA,1,0,1
"275",275,"5525c0b5646532002c380000",10351,10371,19187,NA,"New","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","No_Load",NA,NA,NA,1,0,0
"276",276,"5525c0b5646532002c380000",2004,2005,2831,3831,"Returning","Desktop","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",3831,8.25088114470065,3831,0,0,0
"277",277,"550a0d356235630024880000",1587,1592,3336,11879,"Returning","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",11879,9.38252741428954,11879,1,0,0
