"","X","nugget_id","nugget_page_loaded_ms","upworthy_loaded_ms","facebook_loaded_ms","youtube_loaded_ms","new_visitor","device_type","bounced","quick_exit_status","quick_exit_10","quick_exit_30","yt_video","load_all","max_load_time","log_max_load_time","max_load_time_capped","bounced_num","quick_exit_10_num","quick_exit_30_num"
"3254",3254,"550a0d356235630024880000",5187,5804,12806,18577,"New","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",18577,9.8296795353914,18577,1,0,0
"3255",3255,"550a0d356235630024880000",5508,6060,17468,19476,"New","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",19476,9.87693821730259,19476,1,0,0
"3256",3256,"550a0d356235630024880000",2177,2187,4474,17622,"Returning","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",17622,9.77690340042668,17622,1,0,0
"3257",3257,"550a0d356235630024880000",1240,1248,2027,7241,"New","Mobile","Yes","exited_lt_30","Stayed","Exited","Yes","Load",7241,8.88751459738882,7241,1,0,1
"3258",3258,"550a0d356235630024880000",NA,NA,9146,NA,"New","Mobile","Yes","exited_lt_30","Stayed","Exited","Yes","No_Load",NA,NA,NA,1,0,1
"3259",3259,"550a0d356235630024880000",2296,2308,5646,14582,"New","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",14582,9.58754317036638,14582,1,0,0
"3260",3260,"550a0d356235630024880000",5372,5665,11408,280664,"Returning","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",280664,12.5449135033236,35924,1,0,0
"3261",3261,"550a0d356235630024880000",3775,3785,6165,11668,"New","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",11668,9.36460533098761,11668,1,0,0
"3262",3262,"550a0d356235630024880000",1581,1587,7822,40640,"New","Mobile","Yes","exited_lt_30","Stayed","Exited","Yes","Load",40640,10.6125080822524,35924,1,0,1
"3263",3263,"550a0d356235630024880000",60255,60277,NA,NA,"Returning","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","No_Load",NA,NA,NA,1,0,0
"3264",3264,"550a0d356235630024880000",1667,1673,3346,11955,"New","Mobile","Yes","exited_lt_30","Stayed","Exited","Yes","Load",11955,9.38890487989243,11955,1,0,1
"3265",3265,"550a0d356235630024880000",4765,4802,8520,14638,"Returning","Mobile","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",14638,9.59137616616117,14638,0,0,0
"3266",3266,"550a0d356235630024880000",9462,9450,NA,NA,"New","Mobile","Yes","exited_lt_30","Stayed","Exited","Yes","No_Load",NA,NA,NA,1,0,1
"3267",3267,"550a0d356235630024880000",NA,NA,7670,40586,"New","Mobile","Yes","exited_lt_30","Stayed","Exited","Yes","No_Load",NA,NA,NA,1,0,1
"3268",3268,"550a0d356235630024880000",77276,77300,NA,89218,"Returning","Mobile","Yes","exited_lt_30","Stayed","Exited","Yes","No_Load",NA,NA,NA,1,0,1
"3269",3269,"550a0d356235630024880000",5157,5174,13149,16755,"New","Mobile","Yes","exited_lt_30","Stayed","Exited","Yes","Load",16755,9.72645200017141,16755,1,0,1
"3270",3270,"550a0d356235630024880000",3107,3125,13899,18698,"Returning","Mobile","Yes","exited_lt_30","Stayed","Exited","Yes","Load",18698,9.83617184525126,18698,1,0,1
"3271",3271,"550a0d356235630024880000",92348,92362,132712,110884,"New","Mobile","Yes","exited_lt_30","Stayed","Exited","Yes","Load",132712,11.7959366457721,35924,1,0,1
"3272",3272,"550a0d356235630024880000",6228,6237,9449,25148,"New","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",25148,10.132533649503,25148,1,0,0
"3273",3273,"550a0d356235630024880000",1976,1980,2403,5569,"New","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",5569,8.62497078358967,5569,1,0,0
"3274",3274,"550a0d356235630024880000",2739,2747,3649,12308,"Returning","Mobile","Yes","exited_lt_30","Stayed","Exited","Yes","Load",12308,9.41800473644193,12308,1,0,1
"3275",3275,"550a0d356235630024880000",8126,8087,34219,25414,"Returning","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",34219,10.4405363243424,34219,1,0,0
"3276",3276,"550a0d356235630024880000",983,986,2980,4292,"New","Desktop","Yes","exited_lt_30","Stayed","Exited","Yes","Load",4292,8.36450810375059,4292,1,0,1
"3277",3277,"550a0d356235630024880000",NA,4797,10206,20841,"New","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","No_Load",NA,NA,NA,1,0,0
"3278",3278,"550a0d356235630024880000",2322,2340,7017,13594,"New","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",13594,9.51738379790658,13594,1,0,0
"3279",3279,"550a0d356235630024880000",1312,1314,2141,NA,"Returning","Desktop","Yes","stayed_at_least_30","Stayed","Stayed","Yes","No_Load",NA,NA,NA,1,0,0
"3280",3280,"550a0d356235630024880000",1632,1637,3596,17284,"Returning","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",17284,9.75753649705182,17284,1,0,0
"3281",3281,"550a0d356235630024880000",5360,5373,29440,33139,"Returning","Tablet","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",33139,10.4084661155102,33139,1,0,0
"3282",3282,"5525c0b5646532002c380000",2445,2453,4309,7164,"Returning","Desktop","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",7164,8.8768237631806,7164,0,0,0
"3283",3283,"550a0d356235630024880000",2218,2740,4744,12814,"New","Mobile","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",12814,9.45829360219897,12814,0,0,0
"3284",3284,"550a0d356235630024880000",6064,6076,14970,21640,"Returning","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",21640,9.98229873296042,21640,1,0,0
"3285",3285,"5525c0b5646532002c380000",5638,5643,8687,12347,"Returning","Desktop","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",12347,9.42116839756774,12347,0,0,0
"3286",3286,"5525c0b5646532002c380000",2606,2621,4834,9896,"Returning","Mobile","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",9896,9.19988591407232,9896,0,0,0
"3287",3287,"5525c0b5646532002c380000",8266,8280,13679,30483,"Returning","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",30483,10.324924430154,30483,1,0,0
"3288",3288,"5525c0b5646532002c380000",9898,9901,11807,18774,"Returning","Desktop","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",18774,9.84022821289694,18774,0,0,0
"3289",3289,"550a0d356235630024880000",5596,5634,9175,23199,"New","Mobile","Yes","exited_lt_30","Stayed","Exited","Yes","Load",23199,10.0518644532771,23199,1,0,1
"3290",3290,"550a0d356235630024880000",4760,4786,14882,NA,"Returning","Mobile","Yes","exited_lt_30","Stayed","Exited","Yes","No_Load",NA,NA,NA,1,0,1
"3291",3291,"550a0d356235630024880000",3298,3308,10890,13841,"Returning","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",13841,9.5353904808967,13841,1,0,0
"3292",3292,"550a0d356235630024880000",6077,6087,14619,15779,"Returning","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",15779,9.66643522103567,15779,1,0,0
"3293",3293,"550a0d356235630024880000",NA,4406,8439,12792,"New","Tablet","No","stayed_at_least_30","Stayed","Stayed","Yes","No_Load",NA,NA,NA,0,0,0
"3294",3294,"550a0d356235630024880000",5339,5539,9426,23342,"Returning","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",23342,10.0580095919723,23342,1,0,0
"3295",3295,"550a0d356235630024880000",NA,NA,27558,29252,"New","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","No_Load",NA,NA,NA,1,0,0
"3296",3296,"550a0d356235630024880000",5694,7611,19535,33518,"Returning","Mobile","Yes","exited_lt_30","Stayed","Exited","Yes","Load",33518,10.4198378869448,33518,1,0,1
"3297",3297,"550a0d356235630024880000",3174,3185,6155,13022,"Returning","Mobile","Yes","exited_lt_30","Stayed","Exited","Yes","Load",13022,9.47439551379681,13022,1,0,1
"3298",3298,"550a0d356235630024880000",4559,5137,9374,15538,"New","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",15538,9.65104391551037,15538,1,0,0
"3299",3299,"550a0d356235630024880000",2377,2382,2808,18078,"New","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",18078,9.80245100835836,18078,1,0,0
"3300",3300,"550a0d356235630024880000",7478,7855,15462,24028,"New","Mobile","Yes","exited_lt_30","Stayed","Exited","Yes","Load",24028,10.0869750959701,24028,1,0,1
"3301",3301,"550a0d356235630024880000",17478,19029,NA,NA,"Returning","Tablet","Yes","exited_lt_30","Stayed","Exited","Yes","No_Load",NA,NA,NA,1,0,1
"3302",3302,"550a0d356235630024880000",4364,4384,16001,18174,"New","Mobile","Yes","exited_lt_30","Stayed","Exited","Yes","Load",18174,9.80774728025529,18174,1,0,1
"3303",3303,"550a0d356235630024880000",11438,11574,15438,19229,"New","Mobile","Yes","exited_lt_30","Stayed","Exited","Yes","Load",19229,9.86417483515059,19229,1,0,1
"3304",3304,"550a0d356235630024880000",2619,2637,13050,19432,"New","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",19432,9.87467647068201,19432,1,0,0
"3305",3305,"550a0d356235630024880000",2034,2039,10237,11094,"New","Mobile","Yes","exited_lt_30","Stayed","Exited","Yes","Load",11094,9.31415970061518,11094,1,0,1
"3306",3306,"550a0d356235630024880000",1357,1367,4923,12337,"Returning","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",12337,9.42035815607147,12337,1,0,0
"3307",3307,"550a0d356235630024880000",4249,4269,8945,15346,"New","Mobile","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",15346,9.63861013273761,15346,0,0,0
"3308",3308,"550a0d356235630024880000",4488,4520,10176,15623,"New","Mobile","Yes","exited_lt_30","Stayed","Exited","Yes","Load",15623,9.6564994664119,15623,1,0,1
"3309",3309,"550a0d356235630024880000",NA,6154,7478,21527,"New","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","No_Load",NA,NA,NA,1,0,0
"3310",3310,"550a0d356235630024880000",36754,36759,39937,NA,"New","Mobile","Yes","exited_lt_10","Exited","Exited","Yes","No_Load",NA,NA,NA,1,1,1
"3311",3311,"550a0d356235630024880000",4432,5210,11803,18443,"New","Mobile","Yes","exited_lt_30","Stayed","Exited","Yes","Load",18443,9.82244017368281,18443,1,0,1
"3312",3312,"550a0d356235630024880000",5541,5548,11905,16751,"New","Mobile","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",16751,9.72621323696369,16751,0,0,0
"3313",3313,"550a0d356235630024880000",4815,5686,13999,22585,"Returning","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",22585,10.0250412480887,22585,1,0,0
"3314",3314,"550a0d356235630024880000",2001,2005,8189,10333,"Returning","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",10333,9.24309793621435,10333,1,0,0
"3315",3315,"550a0d356235630024880000",3599,3609,3893,12209,"Returning","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",12209,9.40992866366886,12209,1,0,0
"3316",3316,"550a0d356235630024880000",2175,2186,6813,11200,"New","Mobile","Yes","exited_lt_30","Stayed","Exited","Yes","Load",11200,9.32366905728319,11200,1,0,1
"3317",3317,"550a0d356235630024880000",2540,2579,10791,14527,"New","Mobile","Yes","exited_lt_30","Stayed","Exited","Yes","Load",14527,9.58376426587288,14527,1,0,1
"3318",3318,"550a0d356235630024880000",6319,6335,17422,21500,"New","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",21500,9.97580821411575,21500,1,0,0
"3319",3319,"550a0d356235630024880000",5810,5822,15205,21018,"New","Mobile","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",21018,9.95313449242554,21018,0,0,0
"3320",3320,"550a0d356235630024880000",6413,6423,17417,23682,"Returning","Mobile","Yes","exited_lt_30","Stayed","Exited","Yes","Load",23682,10.0724705448909,23682,1,0,1
"3321",3321,"550a0d356235630024880000",2160,2164,2603,17604,"Returning","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",17604,9.77588142793098,17604,1,0,0
"3322",3322,"550a0d356235630024880000",10541,10590,22238,30975,"Returning","Mobile","Yes","exited_lt_30","Stayed","Exited","Yes","Load",30975,10.3409357064973,30975,1,0,1
"3323",3323,"550a0d356235630024880000",4518,4892,10353,16247,"New","Mobile","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",16247,9.69566355532975,16247,0,0,0
"3324",3324,"550a0d356235630024880000",NA,NA,NA,NA,"Returning","Mobile","Yes","exited_lt_10","Exited","Exited","Yes","No_Load",NA,NA,NA,1,1,1
"3325",3325,"550a0d356235630024880000",3557,3780,9300,12523,"Returning","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",12523,9.43532223256403,12523,1,0,0
"3326",3326,"550a0d356235630024880000",11469,11813,33962,44682,"New","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",44682,10.7073260149387,35924,1,0,0
"3327",3327,"550a0d356235630024880000",NA,NA,5054,6100,"New","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","No_Load",NA,NA,NA,1,0,0
"3328",3328,"550a0d356235630024880000",939,2597,3849,6965,"New","Mobile","No","exited_lt_30","Stayed","Exited","Yes","Load",6965,8.84865288621391,6965,0,0,1
"3329",3329,"550a0d356235630024880000",8175,8161,11513,13294,"Returning","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",13294,9.49506808460153,13294,1,0,0
"3330",3330,"550a0d356235630024880000",10026,10038,12294,30157,"New","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",30157,10.3141723476785,30157,1,0,0
"3331",3331,"550a0d356235630024880000",3357,3614,9620,16390,"New","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",16390,9.70442667173788,16390,1,0,0
"3332",3332,"550a0d356235630024880000",2739,2757,11495,21363,"New","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",21363,9.96941573265024,21363,1,0,0
"3333",3333,"550a0d356235630024880000",8767,8789,14787,24124,"New","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",24124,10.0909624745709,24124,1,0,0
"3334",3334,"550a0d356235630024880000",9284,9360,12942,20174,"New","Mobile","Yes","exited_lt_30","Stayed","Exited","Yes","Load",20174,9.91214992561478,20174,1,0,1
"3335",3335,"550a0d356235630024880000",6487,6553,10699,13776,"Returning","Mobile","Yes","exited_lt_30","Stayed","Exited","Yes","Load",13776,9.53068322666751,13776,1,0,1
"3336",3336,"550a0d356235630024880000",5276,5420,15011,23267,"Returning","Tablet","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",23267,10.0547913266273,23267,1,0,0
"3337",3337,"5525c0b5646532002c380000",15980,15986,18107,35670,"New","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",35670,10.4820652783529,35670,1,0,0
"3338",3338,"5525c0b5646532002c380000",NA,NA,2281,3923,"New","Desktop","Yes","stayed_at_least_30","Stayed","Stayed","Yes","No_Load",NA,NA,NA,1,0,0
"3339",3339,"5525c0b5646532002c380000",31246,31249,31755,34048,"New","Desktop","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",34048,10.4355265727013,34048,0,0,0
"3340",3340,"550a0d356235630024880000",5424,7191,14360,24861,"Returning","Mobile","Yes","exited_lt_30","Stayed","Exited","Yes","Load",24861,10.1210555895172,24861,1,0,1
"3341",3341,"550a0d356235630024880000",4096,4107,6071,15361,"New","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",15361,9.63958710874915,15361,1,0,0
"3342",3342,"5526b8eb646532002ce70000",2016,2024,4051,8083,"Returning","Mobile","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",8083,8.99751836973384,8083,0,0,0
"3343",3343,"550a0d356235630024880000",11384,11819,16421,22430,"New","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",22430,10.0181546275143,22430,1,0,0
"3344",3344,"5526b8eb646532002ce70000",1465,1470,2398,5832,"Returning","Mobile","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",5832,8.67111527368849,5832,0,0,0
"3345",3345,"5526b8eb646532002ce70000",6309,6329,13407,18498,"Returning","Mobile","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",18498,9.8254178971142,18498,0,0,0
"3346",3346,"5526b8eb646532002ce70000",4571,4592,12056,15930,"Returning","Mobile","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",15930,9.67595940290409,15930,0,0,0
"3347",3347,"5526b8eb646532002ce70000",NA,NA,9252,12226,"New","Desktop","No","stayed_at_least_30","Stayed","Stayed","Yes","No_Load",NA,NA,NA,0,0,0
"3348",3348,"5526b8eb646532002ce70000",3040,3068,7192,14146,"Returning","Mobile","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",14146,9.55718717759594,14146,0,0,0
"3349",3349,"5525c0b5646532002c380000",12922,12939,22827,32527,"New","Mobile","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",32527,10.3898257926508,32527,0,0,0
"3350",3350,"550a0d356235630024880000",50810,51602,54449,85337,"New","Mobile","Yes","exited_lt_10","Exited","Exited","Yes","Load",85337,11.3543634026205,35924,1,1,1
"3351",3351,"5525c0b5646532002c380000",NA,NA,NA,NA,"Returning","Desktop","Yes","stayed_at_least_30","Stayed","Stayed","Yes","No_Load",NA,NA,NA,1,0,0
"3352",3352,"550a0d356235630024880000",6618,6643,18799,25485,"Returning","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",25485,10.1458453227741,25485,1,0,0
"3353",3353,"5525c0b5646532002c380000",1880,1883,3056,4400,"Returning","Desktop","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",4400,8.38935981990635,4400,0,0,0
"3354",3354,"5525c0b5646532002c380000",NA,NA,4764,5417,"New","Desktop","No","stayed_at_least_30","Stayed","Stayed","Yes","No_Load",NA,NA,NA,0,0,0
"3355",3355,"550a0d356235630024880000",3745,3767,5653,9824,"Returning","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",9824,9.19258365038692,9824,1,0,0
"3356",3356,"550a0d356235630024880000",7219,7239,19202,25494,"New","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",25494,10.1461984093429,25494,1,0,0
"3357",3357,"5525c0b5646532002c380000",862,863,2210,2500,"Returning","Desktop","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",2500,7.82404601085629,2500,0,0,0
"3358",3358,"5525c0b5646532002c380000",NA,NA,3507,5844,"New","Tablet","No","stayed_at_least_30","Stayed","Stayed","Yes","No_Load",NA,NA,NA,0,0,0
"3359",3359,"5525c0b5646532002c380000",1594,1603,5000,6287,"New","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",6287,8.74623928838306,6287,1,0,0
"3360",3360,"5525c0b5646532002c380000",2166,2174,17247,19473,"New","Mobile","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",19473,9.87678416970158,19473,0,0,0
"3361",3361,"550a0d356235630024880000",1371,1377,2805,NA,"New","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","No_Load",NA,NA,NA,1,0,0
"3362",3362,"5525c0b5646532002c380000",2472,2498,4290,NA,"Returning","Tablet","No","stayed_at_least_30","Stayed","Stayed","Yes","No_Load",NA,NA,NA,0,0,0
"3363",3363,"5525c0b5646532002c380000",1634,1693,2459,4732,"Returning","Mobile","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",4732,8.46210322509828,4732,0,0,0
"3364",3364,"550a0d356235630024880000",NA,NA,2450,5080,"New","Mobile","Yes","exited_lt_30","Stayed","Exited","Yes","No_Load",NA,NA,NA,1,0,1
"3365",3365,"550a0d356235630024880000",3015,3024,3306,11350,"Returning","Mobile","Yes","exited_lt_30","Stayed","Exited","Yes","Load",11350,9.33697302290955,11350,1,0,1
"3366",3366,"550a0d356235630024880000",1384,1393,2813,5161,"New","Mobile","Yes","exited_lt_30","Stayed","Exited","Yes","Load",5161,8.54888563814873,5161,1,0,1
"3367",3367,"550a0d356235630024880000",NA,NA,7093,NA,"New","Mobile","Yes","exited_lt_30","Stayed","Exited","Yes","No_Load",NA,NA,NA,1,0,1
"3368",3368,"550a0d356235630024880000",3080,3087,6395,10487,"New","Mobile","Yes","exited_lt_30","Stayed","Exited","Yes","Load",10487,9.25789167383441,10487,1,0,1
"3369",3369,"550a0d356235630024880000",2163,2169,5110,19034,"New","Mobile","Yes","exited_lt_30","Stayed","Exited","Yes","Load",19034,9.85398213263229,19034,1,0,1
"3370",3370,"5525c0b5646532002c380000",8584,8602,17148,18542,"Returning","Mobile","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",18542,9.82779370816693,18542,0,0,0
"3371",3371,"5525c0b5646532002c380000",8417,8816,13497,27034,"Returning","Mobile","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",27034,10.2048506120438,27034,0,0,0
"3372",3372,"5525c0b5646532002c380000",95863,95875,119196,114271,"Returning","Mobile","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",119196,11.6885244760034,35924,0,0,0
"3373",3373,"5525c0b5646532002c380000",1138,1139,1620,2512,"Returning","Desktop","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",2512,7.82883452758809,2512,0,0,0
"3374",3374,"550a0d356235630024880000",1948,1954,3173,7342,"Returning","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",7342,8.90136656405678,7342,1,0,0
"3375",3375,"550a0d356235630024880000",2555,2563,4572,9903,"Returning","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",9903,9.2005930205213,9903,1,0,0
"3376",3376,"5526b8eb646532002ce70000",1709,1715,2915,5163,"Returning","Mobile","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",5163,8.54927308487965,5163,0,0,0
"3377",3377,"5526b8eb646532002ce70000",5384,5792,7227,11668,"Returning","Desktop","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",11668,9.36460533098761,11668,0,0,0
"3378",3378,"5526b8eb646532002ce70000",5279,5292,11438,16501,"New","Mobile","No","exited_lt_10","Exited","Exited","Yes","Load",16501,9.7111762641128,16501,0,1,1
"3379",3379,"5526b8eb646532002ce70000",4109,4119,11179,19549,"New","Tablet","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",19549,9.88067941321012,19549,0,0,0
"3380",3380,"550a0d356235630024880000",7825,8073,15090,23068,"New","Mobile","Yes","exited_lt_30","Stayed","Exited","Yes","Load",23068,10.0462016547353,23068,1,0,1
"3381",3381,"550a0d356235630024880000",NA,NA,NA,NA,"Returning","Mobile","Yes","exited_lt_10","Exited","Exited","Yes","No_Load",NA,NA,NA,1,1,1
"3382",3382,"550a0d356235630024880000",14137,14165,18378,39669,"Returning","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",39669,10.5883253052249,35924,1,0,0
"3383",3383,"550a0d356235630024880000",31593,31528,38930,46326,"New","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",46326,10.7434586375369,35924,1,0,0
"3384",3384,"550a0d356235630024880000",2217,2225,9363,10750,"Returning","Mobile","Yes","exited_lt_30","Stayed","Exited","Yes","Load",10750,9.28266103355581,10750,1,0,1
"3385",3385,"550a0d356235630024880000",7716,7722,9166,29789,"Returning","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",29789,10.3018944768324,29789,1,0,0
"3386",3386,"550a0d356235630024880000",4790,4820,11755,16455,"Returning","Mobile","Yes","exited_lt_30","Stayed","Exited","Yes","Load",16455,9.70838466137744,16455,1,0,1
"3387",3387,"550a0d356235630024880000",4767,4794,10139,15090,"New","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",15090,9.62178755176189,15090,1,0,0
"3388",3388,"550a0d356235630024880000",15279,14632,17398,21538,"New","Tablet","Yes","exited_lt_30","Stayed","Exited","Yes","Load",21538,9.97757409588883,21538,1,0,1
"3389",3389,"550a0d356235630024880000",2493,4023,35549,37461,"New","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",37461,10.5310556707833,35924,1,0,0
"3390",3390,"550a0d356235630024880000",8378,8390,10418,NA,"Returning","Mobile","Yes","exited_lt_30","Stayed","Exited","Yes","No_Load",NA,NA,NA,1,0,1
"3391",3391,"550a0d356235630024880000",4421,4432,7255,16117,"New","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",16117,9.68762989452272,16117,1,0,0
"3392",3392,"550a0d356235630024880000",2045,2063,12109,17800,"Returning","Mobile","Yes","exited_lt_10","Exited","Exited","Yes","Load",17800,9.78695373628018,17800,1,1,1
"3393",3393,"550a0d356235630024880000",27966,27876,54235,93942,"New","Mobile","Yes","exited_lt_30","Stayed","Exited","Yes","Load",93942,11.4504328495396,35924,1,0,1
"3394",3394,"550a0d356235630024880000",10236,10251,15257,29893,"New","Mobile","Yes","exited_lt_30","Stayed","Exited","Yes","Load",29893,10.3053796182575,29893,1,0,1
"3395",3395,"550a0d356235630024880000",8016,9284,17535,22017,"New","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",22017,9.99957016121317,22017,1,0,0
"3396",3396,"550a0d356235630024880000",5969,6058,6868,19709,"Returning","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",19709,9.8888306631925,19709,1,0,0
"3397",3397,"550a0d356235630024880000",2123,2129,3191,10183,"New","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",10183,9.22847494217167,10183,1,0,0
"3398",3398,"550a0d356235630024880000",2311,2323,4459,6808,"New","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",6808,8.82585367025321,6808,1,0,0
"3399",3399,"550a0d356235630024880000",1810,1815,12549,14435,"Returning","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",14435,9.57741109209704,14435,1,0,0
"3400",3400,"550a0d356235630024880000",10632,10642,12771,27517,"New","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",27517,10.2225592744772,27517,1,0,0
"3401",3401,"550a0d356235630024880000",2569,3816,19763,26491,"New","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",26491,10.184560331648,26491,1,0,0
"3402",3402,"550a0d356235630024880000",4415,4562,10307,17030,"Returning","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",17030,9.74273177365673,17030,1,0,0
"3403",3403,"550a0d356235630024880000",1692,1703,3769,9101,"New","Mobile","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",9101,9.11613957657736,9101,0,0,0
"3404",3404,"550a0d356235630024880000",5418,5428,15530,NA,"Returning","Mobile","Yes","exited_lt_30","Stayed","Exited","Yes","No_Load",NA,NA,NA,1,0,1
"3405",3405,"550a0d356235630024880000",3017,3847,5125,10419,"Returning","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",10419,9.25138634141218,10419,1,0,0
"3406",3406,"550a0d356235630024880000",5373,5402,15370,19320,"New","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",19320,9.86889610776651,19320,1,0,0
"3407",3407,"550a0d356235630024880000",2973,2988,10755,16923,"Returning","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",16923,9.73642892240809,16923,1,0,0
"3408",3408,"550a0d356235630024880000",4875,5452,12035,16634,"Returning","Mobile","Yes","exited_lt_30","Stayed","Exited","Yes","Load",16634,9.71920407242863,16634,1,0,1
